p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,gene
1.1962956837382233e-138,0.3878665173233198,0.42,0.392,4.0121364641212535e-134,7,S1PR1
2.750658165182461e-137,0.40381907578556664,0.406,0.377,9.225157354388936e-133,7,PNN
1.684944067666278e-136,0.3714335641572637,0.512,0.534,5.650965414139163e-132,7,TCF25
2.6112707929747932e-136,0.38739404639649566,0.388,0.356,8.757679985478861e-132,7,SRSF4
3.0326153689724116e-136,0.38440406813983774,0.265,0.201,1.0170785424459674e-131,7,TMED5
5.687325666318881e-135,0.3529996206962228,0.478,0.483,1.907415281970026e-130,7,TERF2IP
2.0459496151099087e-133,0.40882359349586117,0.256,0.19,6.861705819155612e-129,7,TPM4
6.331793949418366e-133,0.4147373271739811,0.285,0.227,2.1235570547559315e-128,7,BTN3A3
1.4028294299866734e-132,0.3705668354889129,0.437,0.426,4.704809342289305e-128,7,TSC22D4
2.5995855167832445e-132,0.34864005570926804,0.403,0.354,8.718489906187646e-128,7,ANXA2
4.114573794287814e-132,0.36001552876382825,0.522,0.53,1.379945759128247e-127,7,EML4
1.8253043715376163e-131,0.38711503211183895,0.254,0.19,6.121705801262858e-127,7,MAP4
3.21132016292244e-131,0.407503794255511,0.283,0.225,1.077012556240928e-126,7,SPG7
1.3843637121933e-130,0.4046191684435638,0.322,0.273,4.64287901795389e-126,7,SRSF1
2.317055248866677e-130,0.40654521533922605,0.296,0.24,7.770939893649061e-126,7,PRKCQ
1.0960204896992793e-128,0.40392638126937774,0.356,0.316,3.6758335183534433e-124,7,NFATC3
2.4037413561050076e-128,0.4053827783450671,0.354,0.315,8.061667760104975e-124,7,OSBPL8
2.988506264112414e-127,0.4091837994435109,0.403,0.381,1.0022852308580213e-122,7,USP15
7.458607523403463e-126,0.35598584071627565,0.252,0.189,2.501467791199053e-121,7,GIMAP6
1.269756239889432e-125,0.43790014969149593,0.372,0.339,4.258508477341177e-121,7,MYCBP2
5.657362709530352e-124,0.3980736921877479,0.351,0.313,1.8973663055222895e-119,7,OS9
1.0739085542587419e-123,0.3972560060449104,0.314,0.266,3.6016745092729685e-119,7,TMEM173
1.398248541726532e-123,0.2912320481238988,0.604,0.656,4.689445959242443e-119,7,WIPF1
5.4242774048561186e-123,0.36176262750785915,0.464,0.475,1.819194156040645e-118,7,RAD21
5.804106461440746e-123,0.3707994725807117,0.255,0.195,1.9465812250379975e-118,7,TOR1AIP1
5.954599775739344e-123,0.3769223009811723,0.256,0.196,1.9970536727874613e-118,7,NORAD
1.3910714748453193e-122,0.39621950484612345,0.335,0.288,4.665375512336232e-118,7,DIAPH1
2.6360438832334416e-122,0.3840750385832038,0.275,0.219,8.840763975588316e-118,7,SYNCRIP
7.340728042912439e-122,0.39269109190099916,0.339,0.298,2.4619333710319736e-117,7,LUC7L2
7.218374928284064e-121,0.3966666219632763,0.335,0.293,2.4208985834479094e-116,7,GRAP2
2.6940279000895456e-120,0.3750592182537561,0.44,0.44,9.035230771320318e-116,7,KPNB1
2.8014109862197733e-119,0.38887694190119904,0.27,0.212,9.395372165583877e-115,7,HELZ
8.514038839309532e-118,0.3023595805103054,0.551,0.546,2.855438345927631e-113,7,PIK3R1
1.3536587333125082e-116,0.33289717495012405,0.499,0.531,4.53990065978349e-112,7,EWSR1
2.189678854895316e-115,0.3682960148974639,0.398,0.378,7.343744943547911e-111,7,FERMT3
3.3681920192465954e-115,0.37931088921226735,0.255,0.199,1.1296242394149232e-110,7,MICU2
7.499820119443207e-115,0.3839840687378424,0.316,0.272,2.5152896716588628e-110,7,PTPN1
9.722086012925077e-115,0.37484760253829086,0.299,0.25,3.2605932070148125e-110,7,LASP1
5.355649459658863e-114,0.30887717997806785,0.585,0.644,1.7961777157803896e-109,7,KMT2E
2.1468616401418305e-113,0.44445648927367964,0.254,0.19,7.200144568707671e-109,7,SPON2
1.1022344602168931e-112,0.3749933733373264,0.266,0.21,3.696673932675416e-108,7,RANBP2
6.258893008387152e-112,0.40678405730700373,0.305,0.259,2.099107537152883e-107,7,KLF12
2.822900296999026e-111,0.37607640256219854,0.321,0.27,9.467443016075334e-107,7,RNF19A
5.978633641568649e-111,0.37759248149304225,0.368,0.343,2.0051141507092936e-106,7,TSEN54
6.744675788149343e-111,0.39365284975233505,0.371,0.345,2.2620293658295267e-106,7,PHF3
4.277245713761493e-110,0.39741818658186107,0.288,0.239,1.4345026674813296e-105,7,ASH1L
1.965446138996754e-109,0.3743243171673455,0.358,0.331,6.5917132609673135e-105,7,GPBP1
2.1965210725685954e-109,0.3568684041322462,0.423,0.423,7.366692373180555e-105,7,HNRNPR
5.705101506120522e-109,0.3793562779132982,0.312,0.27,1.9133769431227008e-104,7,PARP1
1.2262559312832402e-108,0.36529001993962595,0.346,0.31,4.112617142337731e-104,7,RAB29
5.0987114816417154e-107,0.3201290466510931,0.429,0.414,1.7100058567129984e-102,7,ARPC5L
8.225226512505976e-107,0.3827913605674935,0.348,0.314,2.7585764677642542e-102,7,TAOK3
8.038060535133375e-105,0.3926554850853088,0.315,0.274,2.6958047422730313e-100,7,OFD1
1.1210552917331861e-104,0.3247120578583249,0.375,0.328,3.75979523741476e-100,7,S100A11
2.506808260823024e-104,0.2646837183524968,0.625,0.718,8.407333545148257e-100,7,RAP1B
5.961824275339477e-104,0.34219172686087185,0.397,0.368,1.999476625463354e-99,7,DOK2
6.622656390291862e-103,0.3418975334069396,0.412,0.412,2.2211065001760847e-98,7,TMED9
8.197148385864552e-103,0.3915061054918001,0.305,0.264,2.7491596256512533e-98,7,TTC17
1.08425594709774e-102,0.3618710223335286,0.278,0.229,3.6363775953764003e-98,7,TMF1
1.1253463393931913e-102,0.40861191323807733,0.271,0.222,3.7741865530568846e-98,7,KANSL1
7.362248979426976e-102,0.3848066147531853,0.268,0.219,2.469151062720219e-97,7,PHC3
1.2595717033085186e-101,0.35363472784464856,0.349,0.311,4.22435157855611e-97,7,ACTN4
1.7058650838850058e-101,0.29415240778410556,0.555,0.622,5.721130318333532e-97,7,CDC37
1.4477830906894792e-100,0.33944870773858227,0.445,0.459,4.855574929554375e-96,7,RASSF5
3.068792118321656e-100,0.3399332883725835,0.484,0.514,1.0292115006427168e-95,7,SP100
3.4387544811880406e-100,0.33820699390383924,0.379,0.351,1.153289477900845e-95,7,IL2RB
3.54075262165877e-100,0.3556053294883885,0.426,0.434,1.1874976142519183e-95,7,FLI1
6.800459992293262e-99,0.3830734315641857,0.298,0.254,2.2807382722153144e-94,7,PTPN7
8.171254578941545e-99,0.2961572760187874,0.582,0.648,2.7404753606854153e-94,7,SEPT6
8.847728834112795e-99,0.35350736148808815,0.443,0.452,2.967351296384749e-94,7,FNBP1
3.9704169878924194e-98,0.36008109758013407,0.468,0.492,1.3315984493993596e-93,7,HP1BP3
4.710152957394626e-97,0.37310869263245394,0.351,0.325,1.57969109885101e-92,7,ITSN2
7.730534243754712e-97,0.36892756661097115,0.273,0.227,2.5926665746704553e-92,7,CUL4A
5.5024104791038635e-96,0.3627560647527607,0.274,0.229,1.8453984264818538e-91,7,PPM1K
8.492363874683041e-95,0.3672264531397461,0.333,0.301,2.848168996291198e-90,7,SNRNP200
3.3069207698661675e-93,0.3478324448209046,0.336,0.311,1.1090750877977153e-88,7,SDHA
3.393459335288062e-93,0.373346083443738,0.336,0.311,1.1380983918689102e-88,7,TIAL1
3.823180886701508e-92,0.27565992845961484,0.65,0.725,1.2822184057819517e-87,7,CALR
4.4906524003780854e-92,0.36453564528111004,0.278,0.237,1.5060750020388022e-87,7,SAFB
1.6743323133883746e-91,0.38415972275174803,0.276,0.232,5.61537571264193e-87,7,KMT2C
6.666551911617166e-91,0.37139845212840095,0.284,0.244,2.235828180118165e-86,7,JAK3
1.3105762583364092e-90,0.32870078797804736,0.444,0.458,4.3954106552086496e-86,7,RNF167
2.925037763948079e-90,0.3629281845168273,0.267,0.224,9.809991652729068e-86,7,VPS36
4.883372350315119e-90,0.36689592169400786,0.332,0.306,1.6377854188486847e-85,7,ABI1
1.025143766277477e-89,0.36066053732705,0.282,0.242,3.438127163341402e-85,7,GPATCH8
1.1477649280758153e-89,0.3627352111481347,0.259,0.216,3.8493740157806695e-85,7,GIT2
3.3183289418860104e-89,0.3806661896740603,0.297,0.261,1.1129011605297302e-84,7,SECISBP2
1.0896349032850768e-88,0.35077362860235994,0.38,0.374,3.6544175386374907e-84,7,M6PR
7.53446055397381e-88,0.34384030961460127,0.275,0.233,2.5269073805917364e-83,7,TPP1
8.266805472410216e-88,0.33460622042620414,0.472,0.501,2.7725212193369384e-83,7,CD96
1.049523635635609e-86,0.30992150975996136,0.48,0.521,3.5198923691947055e-82,7,TMEM50A
2.4186033073201402e-86,0.35392904812594983,0.41,0.398,8.111511772090287e-82,7,PIM1
8.500658889732354e-86,0.3263204884252783,0.418,0.43,2.850950978438437e-81,7,DEF6
8.704667089579786e-86,0.372511777363292,0.278,0.239,2.919371248503269e-81,7,PIK3R5
3.530976827196835e-85,0.2917603315184891,0.557,0.623,1.1842190083052747e-80,7,DDX24
2.3511751576971584e-84,0.38662012664054446,0.328,0.302,7.88537124388473e-80,7,OGT
2.891036228356885e-84,0.351085640540854,0.431,0.448,9.695957302663321e-80,7,DHRS7
3.298906251050482e-84,0.34819705720164584,0.443,0.467,1.1063871784773106e-79,7,ARHGAP4
5.637600623412479e-84,0.3188250537164041,0.257,0.213,1.890738497080077e-79,7,CASP1
1.1936073452822145e-83,0.2554922528977297,0.608,0.693,4.003120314607491e-79,7,STK17A
2.6035721197956665e-83,0.3594309733783973,0.263,0.223,8.731860175370706e-79,7,CAPRIN1
2.7411734184002765e-83,0.36199991235387174,0.265,0.226,9.193347410630848e-79,7,ADSS
4.181484801509652e-83,0.337017653282184,0.301,0.271,1.402386372730307e-78,7,ADH5
3.540300026982745e-80,0.3435710873288285,0.251,0.21,1.1873458230494732e-75,7,ZFAND3
1.551584463744587e-79,0.37330027873826366,0.309,0.283,5.203703974506596e-75,7,ERAP2
7.63972286084417e-79,0.35481835472610357,0.312,0.288,2.5622102530699177e-74,7,RAB6A
3.6181687958046377e-78,0.35636796241946533,0.383,0.385,1.2134614507369594e-73,7,ZNF207
1.4871451816814117e-77,0.3485431326965641,0.281,0.247,4.9875875103231185e-73,7,BAZ2A
1.6627223488444845e-77,0.3729017113179812,0.384,0.382,5.5764382135546324e-73,7,CHD2
6.776565545713441e-77,0.32648516627327495,0.401,0.41,2.272724552721374e-72,7,RPN1
8.273414616672195e-77,0.35676757719141416,0.255,0.215,2.7747377941395207e-72,7,USP34
8.405037610840924e-76,0.3326675243052687,0.287,0.256,2.818881513923829e-71,7,MGAT1
1.6739353204108914e-75,0.34362672674591677,0.394,0.404,5.614044277594048e-71,7,TBRG1
2.1394196314017855e-75,0.33873842612874894,0.262,0.225,7.175185559795308e-71,7,EPRS
3.5037993955236973e-75,0.3457371901784726,0.32,0.3,1.1751042412707376e-70,7,PRKAR1A
3.7605487659710295e-75,0.30383126238539615,0.483,0.533,1.2612128451313638e-70,7,TMEM59
5.952647716879187e-75,0.32877151074823696,0.395,0.407,1.996398991286942e-70,7,NDUFV1
3.361312404829768e-74,0.3488272732345825,0.299,0.272,1.1273169543318076e-69,7,UBE3A
4.445115527634989e-74,0.3358334476270276,0.4,0.411,1.4908028456582227e-69,7,SPCS2
1.1229904993888845e-73,0.3574225706047419,0.276,0.243,3.7662855368504407e-69,7,ZFC3H1
3.4080965278566805e-73,0.3230094412567558,0.441,0.473,1.1430074135125736e-68,7,TRAM1
8.08006767409415e-72,0.3357363976173531,0.293,0.265,2.709893096537696e-67,7,RPS6KA1
3.820664060034307e-71,0.3442387759689496,0.255,0.22,1.2813743124543057e-66,7,TMEM50B
3.868265792649707e-71,0.36807157882121655,0.265,0.23,1.2973389815388586e-66,7,ZBTB20
3.9535789864106155e-71,0.33675200053328097,0.271,0.241,1.3259513204623923e-66,7,LMAN1
9.276528248941361e-71,0.3345729427857734,0.255,0.221,3.1111620441299537e-66,7,PTK2B
1.1941906717100185e-69,0.34299205640506114,0.31,0.288,4.00507667478106e-65,7,TSPAN14
8.98530906941977e-69,0.36002024491954576,0.332,0.321,3.0134929557020027e-64,7,ZNF800
8.891756276033708e-68,0.3935940091080484,0.318,0.299,2.982117219856185e-63,7,AKAP9
3.042896684485648e-67,0.300739349757994,0.468,0.524,1.0205266900427966e-62,7,BCAP31
3.130143190453409e-67,0.3230401038213072,0.263,0.231,1.0497874232142644e-62,7,VPS4B
3.133135968995065e-67,0.32399785923506763,0.33,0.315,1.050791141281565e-62,7,MOB1A
9.768216870392136e-67,0.3470839361197012,0.259,0.228,3.2760645739921146e-62,7,ZNF638
1.9693305851685096e-66,0.34208413206391464,0.273,0.245,6.604740916538147e-62,7,ACIN1
2.0358061416649087e-66,0.36093404150093433,0.291,0.269,6.827686637915771e-62,7,RSBN1L
1.3286641220394265e-65,0.34262153421426755,0.296,0.273,4.456073732495828e-61,7,NEMF
1.4283032025087161e-65,0.32958534891469016,0.291,0.262,4.790243280573732e-61,7,RAB37
4.384121020097877e-65,0.3443327480318834,0.309,0.292,1.470346507720426e-60,7,RAB14
7.362348181444343e-65,0.3301756007724306,0.365,0.368,2.469184333092804e-60,7,RTN4
5.5508665949665005e-64,0.3079016955206194,0.465,0.512,1.861649638619865e-59,7,CYFIP2
2.2320788110754677e-63,0.33595956153439865,0.295,0.274,7.4859459165849036e-59,7,ACADVL
6.395230098272061e-63,0.3500692323892781,0.281,0.254,2.1448322703584837e-58,7,WNK1
1.3142218922211505e-62,0.3613018562466962,0.321,0.307,4.407637382131295e-58,7,PRPF4B
3.1468233225566287e-62,0.31587711110542294,0.283,0.26,1.0553816059190422e-57,7,CYBC1
7.941363422715153e-62,0.31685130291702046,0.394,0.409,2.663374464710208e-57,7,ILF3
7.604988378086773e-61,0.29323589202953326,0.399,0.399,2.5505610022427418e-56,7,REL
4.215687278712375e-60,0.3092690880722109,0.432,0.472,1.4138571995345563e-55,7,RPN2
2.1663886435398092e-59,0.3403850446364022,0.294,0.276,7.265634232703813e-55,7,HECTD1
3.684841216565311e-59,0.32840019838124135,0.401,0.421,1.235822047211674e-54,7,PRPF38B
5.663362853396927e-59,0.28057544666586387,0.49,0.561,1.8993786337722612e-54,7,WAS
2.5216047386361636e-58,0.32952371455076124,0.394,0.409,8.456957972437966e-54,7,NR3C1
5.77121115024623e-58,0.29004031137423825,0.485,0.546,1.9355487955695806e-53,7,ARPC5
3.3783700052382614e-57,0.31155026099333205,0.278,0.249,1.133037732356808e-52,7,PTGER2
3.91194289522866e-57,0.31885337703305217,0.277,0.255,1.311987408201788e-52,7,SEC61A1
5.927251563195548e-57,0.32502673314227204,0.418,0.444,1.987881629264523e-52,7,PBXIP1
8.45943460430759e-56,0.3477394035197666,0.273,0.25,2.8371251775926795e-51,7,BDP1
1.87791870645627e-55,0.3135453060706235,0.404,0.432,6.298163757713038e-51,7,TMED10
3.0678491730234915e-55,0.31244075218342393,0.372,0.382,1.0288952556486186e-50,7,TNFAIP8
5.325419858992834e-55,0.3202705591284011,0.325,0.319,1.7860393123090165e-50,7,SRPK2
6.748135271944629e-55,0.3092222017993325,0.271,0.25,2.2631896075047895e-50,7,WAPL
2.934916444441375e-54,0.32077608324817114,0.264,0.242,9.843122771367484e-50,7,TROVE2
4.402405094626019e-54,0.3142578997578765,0.252,0.227,1.4764786206356742e-49,7,RRP1B
5.923619947997968e-53,0.35235099848935136,0.264,0.24,1.9866636581595587e-48,7,TUT4
9.901219063863333e-53,0.341596574954916,0.295,0.279,3.320670849638485e-48,7,CHD3
4.038492464062136e-52,0.3230347266159428,0.353,0.361,1.3544296025971593e-47,7,SNRNP70
6.2862945526952646e-52,0.2984801442584557,0.254,0.228,2.1082974670829378e-47,7,RAB27A
9.474711261165444e-52,0.29310126933278335,0.426,0.458,3.177628662769667e-47,7,SYTL1
1.054363809963959e-51,0.3207808903260095,0.26,0.239,3.536125345857126e-47,7,SMARCC2
1.2900666420938716e-51,0.3157371193894304,0.252,0.227,4.3266255042544265e-47,7,CABIN1
2.77256853715414e-51,0.31407227604146415,0.434,0.477,9.298640359907555e-47,7,MPHOSPH8
4.409668715998374e-51,0.31458538567740163,0.26,0.238,1.4789146939715346e-46,7,GON4L
1.6285204427532355e-50,0.2668175840213226,0.402,0.404,5.461731860905801e-46,7,APOBEC3G
2.566017290581314e-50,0.31298614132159586,0.383,0.405,8.605908789151611e-46,7,BST2
7.978015891773841e-50,0.3222779194434915,0.268,0.248,2.675666969783111e-45,7,USP11
1.0592060827625818e-49,0.3075073417361557,0.359,0.371,3.552365360369147e-45,7,CSNK1A1
2.944836087259169e-49,0.2986135230283411,0.434,0.47,9.876391269449801e-45,7,XBP1
7.699229351707899e-49,0.3013038642079069,0.252,0.23,2.582167539975795e-44,7,CGGBP1
2.19948184967826e-48,0.3088713815841775,0.267,0.247,7.376622227450948e-44,7,TCIRG1
3.6751772576118286e-48,0.30571764709319726,0.285,0.274,1.2325809486578551e-43,7,ARL5A
4.82363126813224e-48,0.2571039679895031,0.496,0.569,1.6177494547061905e-43,7,P4HB
8.895663503998515e-47,0.2953238164136432,0.269,0.254,2.983427625971022e-42,7,PSMD2
1.505426611060428e-46,0.30390985791346015,0.259,0.242,5.0488997681744637e-42,7,IRF2
3.323845083726236e-46,0.2897396369666141,0.379,0.41,1.114751164180105e-41,7,ATP6AP2
5.965359985102856e-46,0.30268080296029054,0.285,0.274,2.000662431803796e-41,7,SERINC3
1.6554453875356673e-45,0.2774423704092106,0.453,0.503,5.552032740717121e-41,7,ARID4B
2.238423036180684e-45,0.3041868009762926,0.321,0.324,7.507223178742778e-41,7,ATF6B
5.0393438971993384e-45,0.28345802970717937,0.472,0.535,1.6900951562427142e-40,7,SIGIRR
8.029430375942433e-44,0.2755139448616746,0.295,0.279,2.692910359483573e-39,7,B4GALT1
2.272141798395894e-43,0.31553035649922623,0.291,0.284,7.620309163460149e-39,7,SND1
1.041176499773834e-42,0.3277528087302105,0.277,0.266,3.4918977449414843e-38,7,PRRC2B
1.2584734767224738e-42,0.31838218859361167,0.347,0.362,4.2206683462318325e-38,7,DDX46
2.8184210239710516e-42,0.2922916538911172,0.358,0.369,9.452420430194113e-38,7,MFSD10
3.0656764028604067e-41,0.2884383431103762,0.28,0.27,1.0281665519913232e-36,7,PSTPIP1
6.697209929463976e-41,0.2961654458509367,0.251,0.235,2.246110266143628e-36,7,FIP1L1
6.707491240373393e-41,0.2760787321536192,0.397,0.431,2.2495584121964285e-36,7,HSPA9
1.395973619558656e-40,0.2762434035048186,0.398,0.439,4.68181632527582e-36,7,LMAN2
2.3384200455708843e-40,0.2736931518846155,0.46,0.528,7.842593148835631e-36,7,KHDRBS1
1.2274526457390097e-39,0.3236142801431786,0.294,0.283,4.116630683279491e-35,7,CEMIP2
2.650154357914169e-39,0.26145103464201513,0.392,0.417,8.88808768557254e-35,7,TPST2
7.681153142090725e-39,0.31512458845475855,0.364,0.387,2.5761051407943877e-34,7,RASA3
9.618357709686991e-39,0.26354726808139417,0.379,0.395,3.2258048086748234e-34,7,OPTN
1.6515753716731037e-38,0.25595053721449856,0.468,0.54,5.539053481517255e-34,7,SHISA5
1.6800069605706574e-38,0.3003702461116051,0.32,0.328,5.634407344361871e-34,7,UBAC2
5.372396708692414e-38,0.3194667698225787,0.387,0.424,1.801794408161262e-33,7,AAK1
1.1393696105454858e-37,0.2923387977775409,0.266,0.257,3.82121779984745e-33,7,CNPPD1
1.902415043794446e-37,0.2965542676408093,0.332,0.343,6.380319573877813e-33,7,TMED4
1.0983708739219532e-36,0.3021133701619457,0.417,0.458,3.6837162369594464e-32,7,MAPRE2
1.4365597677886976e-36,0.3061036468527111,0.297,0.296,4.8179341492097344e-32,7,SCML4
5.833385118863856e-36,0.27569976463673707,0.313,0.315,1.95640070116456e-31,7,SNRK
6.953326856859366e-36,0.28365774578101266,0.371,0.4,2.3320067612534944e-31,7,TMEM109
1.945316010164198e-35,0.2817321807599129,0.27,0.262,6.524200834888687e-31,7,SPCS3
2.28070620758451e-35,0.2865353514422502,0.367,0.393,7.6490324789969296e-31,7,YME1L1
8.243354387443927e-35,0.3128234680109583,0.251,0.239,2.764656194460944e-30,7,SMARCA2
3.037139802696754e-34,0.3045645366110402,0.251,0.24,1.0185959470284373e-29,7,THOC2
6.9379655968755875e-34,0.27759385085944666,0.294,0.293,2.3268549018801346e-29,7,AKIRIN2
1.1795098720977332e-33,0.2953656294037935,0.309,0.319,3.9558402090413775e-29,7,GRSF1
1.5052567537082507e-33,0.28370168119567774,0.359,0.386,5.048330100586731e-29,7,SPSB3
1.7020450145709216e-33,0.2860638638703923,0.294,0.296,5.708318569867957e-29,7,EHD1
8.994619834958335e-33,0.2942636932116286,0.26,0.25,3.0166156002483265e-28,7,CHD1
2.8136023579676007e-32,0.2933387756291389,0.286,0.286,9.436259588151739e-28,7,CYLD
4.960322367195627e-32,0.2970249794145,0.319,0.329,1.6635929155100692e-27,7,JMJD1C
6.288417362689907e-32,0.2845489136868401,0.259,0.253,2.109009415098941e-27,7,TMCO1
6.333930548468003e-32,0.2727436151547219,0.417,0.471,2.1242736273451988e-27,7,TAX1BP1
1.7700636848711748e-30,0.2819264721946402,0.305,0.314,5.936439586320946e-26,7,KRAS
2.329819392147723e-30,0.28619694077496516,0.262,0.259,7.813748277385033e-26,7,SEC31A
2.5597837084447104e-30,0.26808258587334666,0.325,0.334,8.58500260138187e-26,7,TMX4
2.982302968674706e-29,0.26348333626956666,0.362,0.394,1.000204769634123e-24,7,MAT2B
2.4971098819489277e-28,0.27136326690836,0.363,0.393,8.374807122080314e-24,7,MED15
5.870832994669715e-28,0.31126812516477387,0.315,0.329,1.968959969752329e-23,7,TNRC6B
5.601754710092909e-27,0.27695066645779187,0.286,0.294,1.8787164946709598e-22,7,RNF10
2.108520003131851e-25,0.2682089755355952,0.305,0.316,7.071554386503601e-21,7,ATP2A3
3.4990154047758736e-25,0.2728772992100129,0.266,0.265,1.1734997864537325e-20,7,GBP2
5.134011680826228e-24,0.25100230486853115,0.39,0.446,1.7218448375155002e-19,7,PAPOLA
5.371845036031706e-24,0.29358088246830916,0.328,0.349,1.8016093881843137e-19,7,SORL1
1.0076005691316625e-23,0.26725555154216085,0.281,0.289,3.3792907887537696e-19,7,S1PR4
3.300544314739658e-23,0.27928528885210935,0.271,0.275,1.1069365522773865e-18,7,RASA2
3.535776559320546e-23,0.2654460413135996,0.272,0.28,1.1858287424649248e-18,7,RSU1
4.3977380204584633e-23,0.2720297051584386,0.321,0.345,1.4749133773013595e-18,7,KIF5B
1.4655443045176091e-22,0.25930873470604254,0.284,0.294,4.9151424884911575e-18,7,MAD1L1
1.503799111571815e-22,0.28302265610846333,0.303,0.323,5.043441460389553e-18,7,HM13
2.1774971906319665e-22,0.2830010512072203,0.289,0.302,7.30289007794149e-18,7,ARF4
2.7658838935407983e-22,0.2644169019760685,0.315,0.338,9.27622140215713e-18,7,FGD3
3.6251715445742373e-22,0.27100636344319096,0.292,0.307,1.2158100326193077e-17,7,FNTA
8.21325131108758e-22,0.26870170341505184,0.273,0.28,2.7545602247125527e-17,7,TRA2A
2.2733302597736914e-21,0.2504473839358915,0.33,0.36,7.624295025229006e-17,7,PPM1G
4.525877194300825e-21,0.2514985161675517,0.321,0.348,1.5178886934246107e-16,7,HDAC1
1.945443188380024e-20,0.26791160291127813,0.332,0.365,6.524627365188925e-16,7,RBBP4
3.2069178751573363e-20,0.25948985782874623,0.261,0.269,1.0755361169702675e-15,7,ATXN10
3.659554275667261e-20,0.25906012513358023,0.354,0.398,1.227341312973286e-15,7,RAB2A
2.821205060818203e-19,0.28551446830601157,0.318,0.345,9.46175753297209e-15,7,BAZ1A
2.597171799579916e-18,0.26265390208891803,0.306,0.329,8.710394781431122e-14,7,CTSS
5.124162040848556e-17,0.26757690136447687,0.247,0.253,1.7185414652597889e-12,7,DHX36
4.733857120953242e-16,0.2757382834863591,0.297,0.319,1.587641001225298e-11,7,SLTM
4.831086371729988e-16,0.28277951814051927,0.269,0.282,1.6202497473508035e-11,7,BBX
7.384973558809358e-16,0.2666200550551828,0.311,0.34,2.4767724321534827e-11,7,SP110
1.2572525353656178e-14,0.27616896399900015,0.336,0.376,4.216573553109209e-10,7,GCC2
2.2361285503703213e-12,0.25393544793737666,0.247,0.261,7.499527932231983e-8,7,PRPF6
2.5277586147208753e-11,0.26457014385415956,0.296,0.33,8.477596842050871e-7,7,RBMS1
2.6586237659473577e-11,0.25344803672788097,0.277,0.303,8.916492386234248e-7,7,WDR33
3.422451257508528e-11,0.2581414035862557,0.268,0.286,1.1478217027432102e-6,7,PHIP
5.484286956440276e-11,0.2520609377011659,0.292,0.324,1.8393201594509397e-6,7,XRN2
7.333876002465437e-11,0.2570398222438429,0.261,0.28,2.459635333706858e-6,7,TOP1
2.7556663645145816e-8,0.26111861764759214,0.312,0.358,9.241953853309004e-4,7,U2SURP
0,1.8740610331569858,0.362,0.025,0,8,TRBV6-6
0,1.5808252719063842,0.365,0.05,0,8,TRAV21
0,1.580023166214466,0.909,0.221,0,8,GZMB
0,1.275885555022758,0.962,0.391,0,8,PRF1
0,1.159502170414107,0.946,0.321,0,8,FGFBP2
0,1.1549051139639277,0.998,0.448,0,8,GZMH
0,1.1064428408521643,0.74,0.12,0,8,CX3CR1
0,1.072174629567467,0.984,0.441,0,8,GNLY
0,1.0489669396974737,0.695,0.146,0,8,FCGR3A
0,0.9539630847088229,0.615,0.174,0,8,SPON2
0,0.945929323021216,1,0.765,0,8,NKG7
0,0.9431087740302379,0.708,0.274,0,8,LGALS1
0,0.940761045724564,0.801,0.223,0,8,ADGRG1
0,0.8660700548283896,0.858,0.319,0,8,PLEK
0,0.8268613630248064,0.778,0.31,0,8,S100A11
0,0.771043783879457,0.548,0.094,0,8,PRSS23
0,0.7653084077403043,0.999,0.883,0,8,S100A4
0,0.7533540198588383,0.648,0.163,0,8,S1PR5
0,0.7211039816631591,0.783,0.385,0,8,APOBEC3G
0,0.707929681373704,0.372,0.05,0,8,LAIR2
0,0.6965224393020788,0.708,0.268,0,8,TBX21
0,0.6934605675251273,0.843,0.445,0,8,CTSC
0,0.6850849762426048,0.94,0.648,0,8,SLC9A3R1
0,0.6817838810148378,0.801,0.39,0,8,ITGB1
0,0.6669450510920099,0.987,0.641,0,8,GZMA
0,0.6630077124418201,0.997,0.682,0,8,CST7
0,0.6572827152257554,1,0.959,0,8,SH3BGRL3
0,0.6494824929454112,0.733,0.339,0,8,ANXA2
0,0.6415509735558789,0.76,0.365,0,8,KLRD1
0,0.6362901621439829,0.639,0.29,0,8,DYNLL1
0,0.6271025955411031,0.681,0.253,0,8,FCRL6
0,0.6252342014054149,0.976,0.81,0,8,MYL12B
0,0.6173060556712269,0.58,0.203,0,8,ABI3
0,0.6131338518156793,0.45,0.106,0,8,CD300A
0,0.6095717968174665,0.939,0.701,0,8,RAP1B
0,0.6093354731052796,0.606,0.231,0,8,EFHD2
0,0.6022333547304635,0.657,0.271,0,8,CHST12
0,0.5708449595515583,0.953,0.72,0,8,CLIC1
0,0.569399679581051,0.895,0.57,0,8,GIMAP7
0,0.5665448308434058,0.859,0.536,0,8,GIMAP4
0,0.564770446351476,0.98,0.819,0,8,ITGB2
0,0.5600470301327785,0.811,0.467,0,8,C12orf75
0,0.5538495835528825,0.999,0.941,0,8,MYL12A
0,0.540400264433,0.496,0.16,0,8,FGR
0,0.5392676541874069,0.562,0.259,0,8,SH2D2A
0,0.5279111442695921,0.834,0.509,0,8,HLA-DPB1
0,0.5221979726500672,0.971,0.828,0,8,EMP3
0,0.5190701266567848,0.796,0.499,0,8,PPP1R18
0,0.5190521487963577,1,0.981,0,8,PFN1
